id	filename	md5	size	state
d14f27c8-3c01-4cd1-9a5d-ba13ba5ab11c	81aaeb94-6f09-442d-8c31-2d2924073e44.wxs.aliquot_ensemble_masked.maf.gz	806803bd447cb221a7e5cc82d206abc3	820635	released
d51b95fb-0ac6-447d-81be-6ab4a10e3dfd	07124f8b-acdb-4305-a023-25e642e38be9.wxs.aliquot_ensemble_masked.maf.gz	a1e84baf2b555a67a4ac8ce5e6c0fdaf	48901	released
af3558bc-428a-416d-8c0d-94a0e15b2abe	24bab32c-9a3a-4939-b358-3922145a290b.wxs.aliquot_ensemble_masked.maf.gz	055b80193f876598f6ea1797a6a0a6ac	469040	released
ea4e0e56-2288-4f05-a57f-0ae3e92139c5	3fb01cbd-498e-4450-9e30-4ee1cdf9f087.wxs.aliquot_ensemble_masked.maf.gz	510c18cc88fe2d38572c572f36cda6f6	82913	released
e43f27b6-a53e-4947-bb72-3236cecb2f0f	d42b6e82-e436-4c5b-bee9-aea79c8eb22d.wxs.aliquot_ensemble_masked.maf.gz	0e98e7fff6e829951e33696d4240798c	53909	released
b59ea737-b747-4912-9c78-6a88d7fb8f6c	5bab0367-3649-4f61-8609-c63b5fa025f3.wxs.aliquot_ensemble_masked.maf.gz	e17d38515784e1b3658a94d86d633114	66584	released
25f0080b-d550-4e16-849d-546cd06ac3a0	294bb120-7c08-46b5-9d5c-1eed88ff5c9d.wxs.aliquot_ensemble_masked.maf.gz	9d9728950023280d15cda1201ce3c317	48936	released
d023d049-1aa6-474c-aecc-102a8df7b279	c82fd285-a4db-4a2a-a765-7401911a6728.wxs.aliquot_ensemble_masked.maf.gz	82b16764db69af507277396b69c73951	47971	released
2376d52e-18c5-4078-ae37-554bee0fe700	84699ff7-ff19-4ce2-9954-04f02e16b732.wxs.aliquot_ensemble_masked.maf.gz	c38a4ed470ebb09fb194d760e990287e	608116	released
6ff102c7-30e6-4eeb-b9c4-19d1cb14fac1	4598e6ba-bd22-4e75-a88d-cc6bfab807d2.wxs.aliquot_ensemble_masked.maf.gz	b183212631423842d6cb7084e115bfe1	34654	released
67ec25c0-6891-438c-b7f8-30518344f0b5	766f0fa2-efbc-43d2-a133-f40e18d4de12.wxs.aliquot_ensemble_masked.maf.gz	fe74f11f4c33561a3a2965aa739ed331	47485	released
58d9d5a3-8b77-4de1-b657-8e9bb5b25a90	31be88b5-7641-403e-a522-3cad10b94829.wxs.aliquot_ensemble_masked.maf.gz	ead870e908aeaa13fc011b03e6efc63d	47307	released
fcab959a-f121-4798-bae2-0d014aacc806	13517a71-e273-479c-ab32-79d17057d20b.wxs.aliquot_ensemble_masked.maf.gz	7c501290409968b5292f26b88431f94f	359997	released
e77178df-09d0-41c0-9307-5ce3d0104039	9ef159e4-1b0a-42c4-8058-d5331fd34b3b.wxs.aliquot_ensemble_masked.maf.gz	a856120834e82a3281d7c329b2867661	42828	released
